timestamp,cabinet_id,feed_id,pdu_id,reading_scope,reading_kw,source,reading_quality,source_row_id
2025-12-25T00:00:00Z,cab-a01,A,pdu-a,feed_total,9.984,normalized-power,good,p1
2025-12-25T00:00:00Z,cab-a01,B,pdu-b,feed_total,9.216,normalized-power,good,p2
2025-12-25T00:05:00Z,cab-a01,A,pdu-a,feed_total,10.035,normalized-power,good,p3
2025-12-25T00:05:00Z,cab-a01,B,pdu-b,feed_total,9.239,normalized-power,good,p4
2025-12-25T00:10:00Z,cab-a01,A,pdu-a,feed_total,10.086,normalized-power,good,p5
2025-12-25T00:10:00Z,cab-a01,B,pdu-b,feed_total,9.262,normalized-power,good,p6
2025-12-25T00:15:00Z,cab-a01,A,pdu-a,feed_total,8.571,normalized-power,good,p7
2025-12-25T00:15:00Z,cab-a01,B,pdu-b,feed_total,7.85,normalized-power,good,p8
2025-12-25T00:20:00Z,cab-a01,A,pdu-a,feed_total,8.619,normalized-power,good,p9
2025-12-25T00:20:00Z,cab-a01,B,pdu-b,feed_total,7.874,normalized-power,good,p10
2025-12-25T00:25:00Z,cab-a01,A,pdu-a,feed_total,8.666,normalized-power,good,p11
2025-12-25T00:25:00Z,cab-a01,B,pdu-b,feed_total,7.898,normalized-power,good,p12
2025-12-25T00:30:00Z,cab-a01,A,pdu-a,feed_total,8.713,normalized-power,good,p13
2025-12-25T00:30:00Z,cab-a01,B,pdu-b,feed_total,7.92,normalized-power,good,p14
2025-12-25T00:35:00Z,cab-a01,A,pdu-a,feed_total,8.759,normalized-power,good,p15
2025-12-25T00:35:00Z,cab-a01,B,pdu-b,feed_total,7.941,normalized-power,good,p16
2025-12-25T00:40:00Z,cab-a01,A,pdu-a,feed_total,8.803,normalized-power,good,p17
2025-12-25T00:40:00Z,cab-a01,B,pdu-b,feed_total,7.962,normalized-power,good,p18
2025-12-25T00:45:00Z,cab-a01,A,pdu-a,feed_total,8.846,normalized-power,good,p19
2025-12-25T00:45:00Z,cab-a01,B,pdu-b,feed_total,7.981,normalized-power,good,p20
2025-12-25T00:50:00Z,cab-a01,A,pdu-a,feed_total,8.888,normalized-power,good,p21
2025-12-25T00:50:00Z,cab-a01,B,pdu-b,feed_total,7.998,normalized-power,good,p22
2025-12-25T00:55:00Z,cab-a01,A,pdu-a,feed_total,8.928,normalized-power,good,p23
2025-12-25T00:55:00Z,cab-a01,B,pdu-b,feed_total,8.014,normalized-power,good,p24
2025-12-25T01:00:00Z,cab-a01,A,pdu-a,feed_total,8.966,normalized-power,good,p25
2025-12-25T01:00:00Z,cab-a01,B,pdu-b,feed_total,8.029,normalized-power,good,p26
2025-12-25T01:05:00Z,cab-a01,A,pdu-a,feed_total,9.002,normalized-power,good,p27
2025-12-25T01:05:00Z,cab-a01,B,pdu-b,feed_total,8.043,normalized-power,good,p28
2025-12-25T01:10:00Z,cab-a01,A,pdu-a,feed_total,9.036,normalized-power,good,p29
2025-12-25T01:10:00Z,cab-a01,B,pdu-b,feed_total,8.055,normalized-power,good,p30
2025-12-25T01:15:00Z,cab-a01,A,pdu-a,feed_total,9.069,normalized-power,good,p31
2025-12-25T01:15:00Z,cab-a01,B,pdu-b,feed_total,8.064,normalized-power,good,p32
2025-12-25T01:20:00Z,cab-a01,A,pdu-a,feed_total,9.098,normalized-power,good,p33
2025-12-25T01:20:00Z,cab-a01,B,pdu-b,feed_total,8.073,normalized-power,good,p34
2025-12-25T01:25:00Z,cab-a01,A,pdu-a,feed_total,9.127,normalized-power,good,p35
2025-12-25T01:25:00Z,cab-a01,B,pdu-b,feed_total,8.079,normalized-power,good,p36
2025-12-25T01:30:00Z,cab-a01,A,pdu-a,feed_total,9.152,normalized-power,good,p37
2025-12-25T01:30:00Z,cab-a01,B,pdu-b,feed_total,8.084,normalized-power,good,p38
2025-12-25T01:35:00Z,cab-a01,A,pdu-a,feed_total,9.175,normalized-power,good,p39
2025-12-25T01:35:00Z,cab-a01,B,pdu-b,feed_total,8.087,normalized-power,good,p40
2025-12-25T01:40:00Z,cab-a01,A,pdu-a,feed_total,9.196,normalized-power,good,p41
2025-12-25T01:40:00Z,cab-a01,B,pdu-b,feed_total,8.088,normalized-power,good,p42
2025-12-25T01:45:00Z,cab-a01,A,pdu-a,feed_total,9.214,normalized-power,good,p43
2025-12-25T01:45:00Z,cab-a01,B,pdu-b,feed_total,8.088,normalized-power,good,p44
2025-12-25T01:50:00Z,cab-a01,A,pdu-a,feed_total,9.23,normalized-power,good,p45
2025-12-25T01:50:00Z,cab-a01,B,pdu-b,feed_total,8.086,normalized-power,good,p46
2025-12-25T01:55:00Z,cab-a01,A,pdu-a,feed_total,9.244,normalized-power,good,p47
2025-12-25T01:55:00Z,cab-a01,B,pdu-b,feed_total,8.083,normalized-power,good,p48
2025-12-25T02:00:00Z,cab-a01,A,pdu-a,feed_total,9.256,normalized-power,good,p49
2025-12-25T02:00:00Z,cab-a01,B,pdu-b,feed_total,8.077,normalized-power,good,p50
2025-12-25T02:05:00Z,cab-a01,A,pdu-a,feed_total,9.265,normalized-power,good,p51
2025-12-25T02:05:00Z,cab-a01,B,pdu-b,feed_total,8.071,normalized-power,good,p52
2025-12-25T02:10:00Z,cab-a01,A,pdu-a,feed_total,9.272,normalized-power,good,p53
2025-12-25T02:10:00Z,cab-a01,B,pdu-b,feed_total,8.063,normalized-power,good,p54
2025-12-25T02:15:00Z,cab-a01,A,pdu-a,feed_total,9.277,normalized-power,good,p55
2025-12-25T02:15:00Z,cab-a01,B,pdu-b,feed_total,8.054,normalized-power,good,p56
2025-12-25T02:20:00Z,cab-a01,A,pdu-a,feed_total,9.281,normalized-power,good,p57
2025-12-25T02:20:00Z,cab-a01,B,pdu-b,feed_total,8.043,normalized-power,good,p58
2025-12-25T02:25:00Z,cab-a01,A,pdu-a,feed_total,9.283,normalized-power,good,p59
2025-12-25T02:25:00Z,cab-a01,B,pdu-b,feed_total,8.032,normalized-power,good,p60
2025-12-25T02:30:00Z,cab-a01,A,pdu-a,feed_total,9.282,normalized-power,good,p61
2025-12-25T02:30:00Z,cab-a01,B,pdu-b,feed_total,8.02,normalized-power,good,p62
2025-12-25T02:35:00Z,cab-a01,A,pdu-a,feed_total,9.281,normalized-power,good,p63
2025-12-25T02:35:00Z,cab-a01,B,pdu-b,feed_total,8.007,normalized-power,good,p64
2025-12-25T02:40:00Z,cab-a01,A,pdu-a,feed_total,9.277,normalized-power,good,p65
2025-12-25T02:40:00Z,cab-a01,B,pdu-b,feed_total,7.994,normalized-power,good,p66
2025-12-25T02:45:00Z,cab-a01,A,pdu-a,feed_total,9.273,normalized-power,good,p67
2025-12-25T02:45:00Z,cab-a01,B,pdu-b,feed_total,7.979,normalized-power,good,p68
2025-12-25T02:50:00Z,cab-a01,A,pdu-a,feed_total,9.268,normalized-power,good,p69
2025-12-25T02:50:00Z,cab-a01,B,pdu-b,feed_total,7.965,normalized-power,good,p70
2025-12-25T02:55:00Z,cab-a01,A,pdu-a,feed_total,9.261,normalized-power,good,p71
2025-12-25T02:55:00Z,cab-a01,B,pdu-b,feed_total,7.951,normalized-power,good,p72
2025-12-25T03:00:00Z,cab-a01,A,pdu-a,feed_total,9.254,normalized-power,good,p73
2025-12-25T03:00:00Z,cab-a01,B,pdu-b,feed_total,7.936,normalized-power,good,p74
2025-12-25T03:05:00Z,cab-a01,A,pdu-a,feed_total,9.247,normalized-power,good,p75
2025-12-25T03:05:00Z,cab-a01,B,pdu-b,feed_total,7.921,normalized-power,good,p76
2025-12-25T03:10:00Z,cab-a01,A,pdu-a,feed_total,9.238,normalized-power,good,p77
2025-12-25T03:10:00Z,cab-a01,B,pdu-b,feed_total,7.907,normalized-power,good,p78
2025-12-25T03:15:00Z,cab-a01,A,pdu-a,feed_total,9.23,normalized-power,good,p79
2025-12-25T03:15:00Z,cab-a01,B,pdu-b,feed_total,7.893,normalized-power,good,p80
2025-12-25T03:20:00Z,cab-a01,A,pdu-a,feed_total,9.221,normalized-power,good,p81
2025-12-25T03:20:00Z,cab-a01,B,pdu-b,feed_total,7.88,normalized-power,good,p82
2025-12-25T03:25:00Z,cab-a01,A,pdu-a,feed_total,9.213,normalized-power,good,p83
2025-12-25T03:25:00Z,cab-a01,B,pdu-b,feed_total,7.868,normalized-power,good,p84
2025-12-25T03:30:00Z,cab-a01,A,pdu-a,feed_total,9.205,normalized-power,good,p85
2025-12-25T03:30:00Z,cab-a01,B,pdu-b,feed_total,7.856,normalized-power,good,p86
2025-12-25T03:35:00Z,cab-a01,A,pdu-a,feed_total,9.197,normalized-power,good,p87
2025-12-25T03:35:00Z,cab-a01,B,pdu-b,feed_total,7.845,normalized-power,good,p88
2025-12-25T03:40:00Z,cab-a01,A,pdu-a,feed_total,9.19,normalized-power,good,p89
2025-12-25T03:40:00Z,cab-a01,B,pdu-b,feed_total,7.835,normalized-power,good,p90
2025-12-25T03:45:00Z,cab-a01,A,pdu-a,feed_total,9.184,normalized-power,good,p91
2025-12-25T03:45:00Z,cab-a01,B,pdu-b,feed_total,7.827,normalized-power,good,p92
2025-12-25T03:50:00Z,cab-a01,A,pdu-a,feed_total,9.178,normalized-power,good,p93
2025-12-25T03:50:00Z,cab-a01,B,pdu-b,feed_total,7.82,normalized-power,good,p94
2025-12-25T03:55:00Z,cab-a01,A,pdu-a,feed_total,9.172,normalized-power,good,p95
2025-12-25T03:55:00Z,cab-a01,B,pdu-b,feed_total,7.815,normalized-power,good,p96
2025-12-25T04:00:00Z,cab-a01,A,pdu-a,feed_total,9.169,normalized-power,good,p97
2025-12-25T04:00:00Z,cab-a01,B,pdu-b,feed_total,7.81,normalized-power,good,p98
2025-12-25T04:05:00Z,cab-a01,A,pdu-a,feed_total,9.166,normalized-power,good,p99
2025-12-25T04:05:00Z,cab-a01,B,pdu-b,feed_total,7.808,normalized-power,good,p100
2025-12-25T04:10:00Z,cab-a01,A,pdu-a,feed_total,9.165,normalized-power,good,p101
2025-12-25T04:10:00Z,cab-a01,B,pdu-b,feed_total,7.807,normalized-power,good,p102
2025-12-25T04:15:00Z,cab-a01,A,pdu-a,feed_total,9.164,normalized-power,good,p103
2025-12-25T04:15:00Z,cab-a01,B,pdu-b,feed_total,7.809,normalized-power,good,p104
2025-12-25T04:20:00Z,cab-a01,A,pdu-a,feed_total,9.165,normalized-power,good,p105
2025-12-25T04:20:00Z,cab-a01,B,pdu-b,feed_total,7.811,normalized-power,good,p106
2025-12-25T04:25:00Z,cab-a01,A,pdu-a,feed_total,9.168,normalized-power,good,p107
2025-12-25T04:25:00Z,cab-a01,B,pdu-b,feed_total,7.815,normalized-power,good,p108
2025-12-25T04:30:00Z,cab-a01,A,pdu-a,feed_total,9.171,normalized-power,good,p109
2025-12-25T04:30:00Z,cab-a01,B,pdu-b,feed_total,7.822,normalized-power,good,p110
2025-12-25T04:35:00Z,cab-a01,A,pdu-a,feed_total,9.177,normalized-power,good,p111
2025-12-25T04:35:00Z,cab-a01,B,pdu-b,feed_total,7.83,normalized-power,good,p112
2025-12-25T04:40:00Z,cab-a01,A,pdu-a,feed_total,9.183,normalized-power,good,p113
2025-12-25T04:40:00Z,cab-a01,B,pdu-b,feed_total,7.84,normalized-power,good,p114
2025-12-25T04:45:00Z,cab-a01,A,pdu-a,feed_total,9.191,normalized-power,good,p115
2025-12-25T04:45:00Z,cab-a01,B,pdu-b,feed_total,7.852,normalized-power,good,p116
2025-12-25T04:50:00Z,cab-a01,A,pdu-a,feed_total,9.2,normalized-power,good,p117
2025-12-25T04:50:00Z,cab-a01,B,pdu-b,feed_total,7.865,normalized-power,good,p118
2025-12-25T04:55:00Z,cab-a01,A,pdu-a,feed_total,9.21,normalized-power,good,p119
2025-12-25T04:55:00Z,cab-a01,B,pdu-b,feed_total,7.881,normalized-power,good,p120
2025-12-25T05:00:00Z,cab-a01,A,pdu-a,feed_total,9.222,normalized-power,good,p121
2025-12-25T05:00:00Z,cab-a01,B,pdu-b,feed_total,7.897,normalized-power,good,p122
2025-12-25T05:05:00Z,cab-a01,A,pdu-a,feed_total,9.234,normalized-power,good,p123
2025-12-25T05:05:00Z,cab-a01,B,pdu-b,feed_total,7.916,normalized-power,good,p124
2025-12-25T05:10:00Z,cab-a01,A,pdu-a,feed_total,9.248,normalized-power,good,p125
2025-12-25T05:10:00Z,cab-a01,B,pdu-b,feed_total,7.936,normalized-power,good,p126
2025-12-25T05:15:00Z,cab-a01,A,pdu-a,feed_total,9.263,normalized-power,good,p127
2025-12-25T05:15:00Z,cab-a01,B,pdu-b,feed_total,7.957,normalized-power,good,p128
2025-12-25T05:20:00Z,cab-a01,A,pdu-a,feed_total,9.278,normalized-power,good,p129
2025-12-25T05:20:00Z,cab-a01,B,pdu-b,feed_total,7.979,normalized-power,good,p130
2025-12-25T05:25:00Z,cab-a01,A,pdu-a,feed_total,9.294,normalized-power,good,p131
2025-12-25T05:25:00Z,cab-a01,B,pdu-b,feed_total,8.003,normalized-power,good,p132
2025-12-25T05:30:00Z,cab-a01,A,pdu-a,feed_total,9.31,normalized-power,good,p133
2025-12-25T05:30:00Z,cab-a01,B,pdu-b,feed_total,8.028,normalized-power,good,p134
2025-12-25T05:35:00Z,cab-a01,A,pdu-a,feed_total,9.326,normalized-power,good,p135
2025-12-25T05:35:00Z,cab-a01,B,pdu-b,feed_total,8.054,normalized-power,good,p136
2025-12-25T05:40:00Z,cab-a01,A,pdu-a,feed_total,9.344,normalized-power,good,p137
2025-12-25T05:40:00Z,cab-a01,B,pdu-b,feed_total,8.08,normalized-power,good,p138
2025-12-25T05:45:00Z,cab-a01,A,pdu-a,feed_total,9.36,normalized-power,good,p139
2025-12-25T05:45:00Z,cab-a01,B,pdu-b,feed_total,8.108,normalized-power,good,p140
2025-12-25T05:50:00Z,cab-a01,A,pdu-a,feed_total,9.377,normalized-power,good,p141
2025-12-25T05:50:00Z,cab-a01,B,pdu-b,feed_total,8.135,normalized-power,good,p142
2025-12-25T05:55:00Z,cab-a01,A,pdu-a,feed_total,9.393,normalized-power,good,p143
2025-12-25T05:55:00Z,cab-a01,B,pdu-b,feed_total,8.163,normalized-power,good,p144
2025-12-25T06:00:00Z,cab-a01,A,pdu-a,feed_total,9.409,normalized-power,good,p145
2025-12-25T06:00:00Z,cab-a01,B,pdu-b,feed_total,8.191,normalized-power,good,p146
2025-12-25T06:05:00Z,cab-a01,A,pdu-a,feed_total,9.424,normalized-power,good,p147
2025-12-25T06:05:00Z,cab-a01,B,pdu-b,feed_total,8.219,normalized-power,good,p148
2025-12-25T06:10:00Z,cab-a01,A,pdu-a,feed_total,9.438,normalized-power,good,p149
2025-12-25T06:10:00Z,cab-a01,B,pdu-b,feed_total,8.247,normalized-power,good,p150
2025-12-25T06:15:00Z,cab-a01,A,pdu-a,feed_total,9.452,normalized-power,good,p151
2025-12-25T06:15:00Z,cab-a01,B,pdu-b,feed_total,8.274,normalized-power,good,p152
2025-12-25T06:20:00Z,cab-a01,A,pdu-a,feed_total,9.464,normalized-power,good,p153
